"id","levelId","levelName","paperName","question","optionA","optionB","optionC","optionD","answer","answerIndex","explanation","enabled"
"lesson8-第八課-陋室銘-23","lesson8","第八課 陋室銘","第八課 陋室銘","「寧為小人之所罵，毋為君子之所鄙。」這句話的寓意，與下列何者最接近？","美德與羞辱是不能相容的","堅持正道，絕不從眾媚俗","凡事率性而為，毋須盡如人意","人有準繩規矩，才知平直方圓","B","1","題幹「寧為……，毋為……」表示一種價值的選擇，「寧為小人之所罵」所以絕不從眾媚俗，「毋為君子之所鄙」所以必須堅持正道。故選(B)","TRUE"
"lesson8-第八課-陋室銘-24","lesson8","第八課 陋室銘","第八課 陋室銘","下列借代詞語的運用，何者不正確？","李博士在大學執教多年，桃李滿天下，堪稱「杏壇」之光","「祝融」肆虐，不但屋倒路毀，連魚塭裡的虱目魚也全部流失","劉大姊憑百萬資金創業，不到十年，便成為直銷界的龍頭，真是「巾幗」不讓鬚眉","王大明熱心公益，敢衝敢說，常常代替勞工向資方爭取權益，是「藍領」階級的代言人","B","1","(B)「祝融」借代為火或火災，與句意不合","TRUE"
"lesson8-第八課-陋室銘-25","lesson8","第八課 陋室銘","第八課 陋室銘","(甲)陋室「銘」(乙)愛蓮「說」(丙)有恆「箴」。請問上述「 」中的文體，何者作用最相近？","甲乙","乙丙","甲丙","甲乙丙","C","2","(甲)銘：用以記述功德或警戒自勉的文字(乙)說：用來闡述某種道理或主張的文章(丙)箴：以表達規勸性質為主題","TRUE"
"lesson9-第九課-鳥-小卷-1","lesson9","第九課 鳥","第九課 鳥 小卷","下列「 」中的字，何者讀音前後相同？","飲「啄」方便／大筆如「椽」","「搏」扶搖而直上／手無「縛」雞之力","打了飽「嗝」／橫「膈」膜","聲音「嘹」亮／清楚明「瞭」","C","2","(A)ㄓㄨㄛˊ／ㄔㄨㄢˊ，(B)ㄅㄛˊ／ㄈㄨˊ，(C)皆讀ㄍㄜˊ，(D)ㄌㄧㄠˊ／ㄌㄧㄠˇ，故選(C)。","TRUE"
"lesson9-第九課-鳥-小卷-2","lesson9","第九課 鳥","第九課 鳥 小卷","下列「絕」字的字義，何者與「淒絕的哀樂」的「絕」字義相同？","「絕」妙好辭","滔滔不「絕」","「絕」無僅有","「絕」代風華","A","0","題幹與(A)極、非常，(B)停止、竭盡(C)必定、鐵定(D)卓越、獨一無二","TRUE"
"lesson9-第九課-鳥-小卷-3","lesson9","第九課 鳥","第九課 鳥 小卷","下列關於課文修辭的判斷，何者正確？","我感覺興味的不是那人的悠閒，卻是那鳥的苦悶：轉化","簡直是一派和諧的交響樂：誇飾","世界上的生物，沒有比鳥更俊俏的：譬喻","好銳利的喜悅刺上我的心頭：轉化","D","3","(A)映襯(B)譬喻(C)誇飾","TRUE"
"lesson9-第九課-鳥-小卷-4","lesson9","第九課 鳥","第九課 鳥 小卷","「他遇貴人提拔，在官場上步步高升，扶搖直上。」請問句中「扶搖直上」可換成下列哪個成語而文意不變？","江郎才盡","杯水車薪","平步青雲","坐井觀天","C","2","(A)比喻文人的才思枯竭，無法再創佳句(B)比喻力量太小，無濟於事(C)比喻順利晉升到顯要的地位(D)比喻人眼界狹小，見識不廣","TRUE"
"lesson9-第九課-鳥-小卷-5","lesson9","第九課 鳥","第九課 鳥 小卷","下列文句，何者有冗言贅字？","經過多年的辛勤耕耘，他終於獲得成功","他對問題提出了許多嶄新的創新想法","妹妹說話聲音輕柔婉轉，十分動聽","父母含辛茹苦地撫養孩子長大成人","B","1","(B)「嶄新」、「創新」擇一刪","TRUE"
"lesson9-第九課-鳥-小卷-6","lesson9","第九課 鳥","第九課 鳥 小卷","「我感覺興味的不是那人的悠閒，卻是那鳥的苦悶。」關於這句話的解讀，何者正確？","作者欣賞養鳥人閒散的生活態度","作者關注鳥失去自由的悲苦處境","作者喜歡觀察人和鳥的和諧互動","作者認為養鳥能增添生活樂趣","B","1","作者的目光並不在於養鳥人的閒適，而在於鳥因被禁錮而失去自由的痛苦，故選(B)","TRUE"
"lesson9-第九課-鳥-小卷-7","lesson9","第九課 鳥","第九課 鳥 小卷","「有的一聲長叫，包括著六、七個音階；有的只是一個聲音，圓潤而不覺其單調；有時是獨奏，有時是合唱，簡直是一派和諧的交響樂。」請問這段文字最能表現什麼？","作者將鳥鳴視為音樂，感受到其多樣與美妙","作者厭惡鳥鳴聲吵雜，覺得影響生活安寧","作者認為鳥鳴雖有旋律，但遠不及人類音樂","作者用鳥鳴襯托四川的環境嘈雜與喧囂","A","0","這段大量運用音樂詞彙［音階、獨奏、合唱、交響樂］，說明鳥鳴不僅多樣而且美妙，故選(A)","TRUE"
"lesson9-第九課-鳥-小卷-8","lesson9","第九課 鳥","第九課 鳥 小卷","「看牠高踞枝頭，臨風顧盼─好銳利的喜悅刺上我的心頭」請問從這句話推論作者的心情最可能是什麼？","因鳥姿態靈動，心中充滿喜悅與振奮","因鳥俯視眾生，心裡感到自由的渴望","因鳥孤立枝頭，心裡湧起孤單與寂寞","因鳥顧盼人群，心裡浮現不安與驚懼","A","0","此句描述鳥的靈動之美，讓作者心中的喜悅被激發，故選(A)","TRUE"
"lesson9-第九課-鳥-小卷-9","lesson9","第九課 鳥","第九課 鳥 小卷","「自從離開四川以後，不再容易看見那樣多型類的鳥的跳盪，也不再容易聽到那樣悅耳的鳥鳴」這段文字最能傳達作者的什麼心境？","不太習慣四川生活，因此不願再回想","高興不必再被鳥聲吵醒，覺得耳根清靜","想到四川鳥太多，感到厭煩與不耐","感嘆美好景象已逝，心中生出失落與懷念","D","3","作者用「不再容易」兩次，表現出對過往美好經驗的惋惜與懷念，故選(D)","TRUE"
"lesson9-第九課-鳥-小卷-10","lesson9","第九課 鳥","第九課 鳥 小卷","關於鳥一文的寫作手法，下列敘述何者正確？","全文只寫鳥的形體，完全不提鳥的聲音","第二段採對比與反諷，凸顯鳥的苦悶與可憐","文章大量堆砌艱澀詞語，展現絢麗文采","作者只陳述事實，沒有表達情感想像","B","1","(A)第三段完整寫鳥鳴，並用「交響樂」比喻(B)第二段寫籠中鳥的「優待」實為束縛，就是反諷；同時將人的悠閒與鳥的苦悶對比，凸顯鳥的困境，呈現愛鳥與憐鳥之情(C)文字並未堆砌詞藻(D)文中充滿作者的情感［酸楚、喜悅］與想像［交響樂］","TRUE"
"lesson9-第九課-鳥-1","lesson9","第九課 鳥","第九課 鳥","下列各選項□中的字，何者填入的注音、國字完全正確？","□悔：ㄔㄣˋ，懺","抽□：ㄑㄧㄢ，籤","□滅：ㄑㄧㄢ，殲","一語成□：ㄔㄢˋ，懺","B","1","(A) ㄔㄢˋ(C)ㄐㄧㄢ(D)ㄔㄣˋ，讖","TRUE"
"lesson9-第九課-鳥-2","lesson9","第九課 鳥","第九課 鳥","下列「 」中的形似字，何組讀音前後相同？","「褪」色／「退」步","豐「腴」／須「臾」","日「晷」／歸「咎」","管「弦」／「玄」端","B","1","(A)ㄊㄨㄣˋ／ㄊㄨㄟˋ(B)ㄩˊ(C)ㄍㄨㄟˇ／ㄐㄧㄡˋ(D)ㄒㄧㄢˊ／ㄒㄩㄢˊ","TRUE"
"lesson9-第九課-鳥-3","lesson9","第九課 鳥","第九課 鳥","有一些詞語必須由兩個或兩個以上的音節合起來才能完整表達意義，例如「枇杷」。下列何者並非屬於這類詞語？","徘徊","葡萄","玲瓏","瞵視","D","3","(D)瞵：注視／視：看、見","TRUE"
"lesson9-第九課-鳥-4","lesson9","第九課 鳥","第九課 鳥","下列選項「 」中的字，何者不是指顏色？","「素」帳","「釉」綠","「縞」衣","青紅「皂」白","B","1","(A)(C)白色的(B)瓷器表面上所塗的光滑質料(D)黑","TRUE"
"lesson9-第九課-鳥-5","lesson9","第九課 鳥","第九課 鳥","下列哪一句話最能表現出「倏」字所表達出來的動態美？","牠像虹似地一下就消逝了","一行白鷺上青天","在天空盤旋","臨風顧盼","A","0","「倏」意思為急速、極快，故選(A)","TRUE"
"lesson9-第九課-鳥-6","lesson9","第九課 鳥","第九課 鳥","「鳥到了這種地步，我想牠的苦悶，大概是僅次於黏在膠紙上的蒼蠅；牠的快樂，大概是僅優於在標本室裡住著罷？」上文使用了哪些修辭？","誇飾、轉化","誇飾、譬喻","類疊、設問","設問、層遞","C","2","由「牠的苦悶，大概是……牠的快樂，大概是」可知為類疊；「大概是僅優於在標本室裡住著罷？」為設問，故選(C)","TRUE"
"lesson9-第九課-鳥-7","lesson9","第九課 鳥","第九課 鳥","依據梁實秋在鳥一文摹寫鳥兒的聲音，下列何者敘述正確？","用「清脆」、「嘹亮」形容鴟梟的叫聲","用「淒絕的哀樂」來形容烏鴉的聲音","用「呱呱噪啼」來形容杜鵑的叫聲","用「吱吱喳喳」描寫麻雀的聲音","D","3","(A)形容四川的鳥叫(B)形容杜鵑(C)形容烏鴉","TRUE"
"lesson9-第九課-鳥-8","lesson9","第九課 鳥","第九課 鳥","下列各選項「 」中的字，何者詞性為動詞？","「拳」著一條腿","「倏」地振翅飛去","「竟」是淒絕的哀樂","煙「突」冒煙的時候","A","0","(B)(C)副詞(D)名詞〔煙囪〕","TRUE"
"lesson9-第九課-鳥-9","lesson9","第九課 鳥","第九課 鳥","下列選項「 」中的字，何組意思前後相同？","僅優「於」在標本室裡住著／「於」心不忍","「竟」是淒絕的哀樂／「竟」日不發一語","臨風「顧」盼／三「顧」茅廬","煙「突」冒煙／曲「突」徙薪","D","3","(A)比／對(B)居然／全、整(C)看視、張望／拜訪、探望(D)煙囪","TRUE"
"lesson9-第九課-鳥-10","lesson9","第九課 鳥","第九課 鳥","梁實秋所寫的鳥一文中，下列各聽覺摹寫所描述的時間：(甲)市聲鼎沸(乙)窗外是一片鳥囀(丙)才又聽到杜鵑叫(丁)寒鴉在古木上鼓噪。由黎明到深夜排序應為下列何者？","丁丙乙甲","丙甲乙丁","乙甲丁丙","甲乙丙丁","C","2","黎明時，窗外是一片鳥囀→旭日高升，市聲鼎沸→黃昏時偶爾還聽見寒鴉在古木上鼓噪→一直等到夜晚，才又聽到杜鵑叫","TRUE"
"lesson9-第九課-鳥-11","lesson9","第九課 鳥","第九課 鳥","「千里□毛、□飛魚躍、□鰈情深、□蚌相爭、□占鵲巢、□雀無聲」，以上成語缺空處，各應填入什麼字？","鵝、鷸、鶼、鳶、鳩、鴨","鵝、鳶、鶼、鷸、鳩、鴉","鷸、鳩、鵝、鷸、鳶、雞","鷸、鴉、鶉、鳶、鶼、鳩","B","1","正確成語依序是「千里鵝毛」、「鳶飛魚躍」、「鶼鰈情深」、「鷸蚌相爭」、「鳩占鵲巢」、「鴉雀無聲」，所以應填鵝、鳶、鶼、鷸、鳩、鴉，故選(B)。其他選項會造成成語用字錯誤。","TRUE"
"lesson9-第九課-鳥-12","lesson9","第九課 鳥","第九課 鳥","下列語句，何者運用了轉化修辭？","牠不回顧，牠不徘徊，牠像虹似地一下就消逝了","我感覺興味的不是那人的悠閒，卻是那鳥的苦悶","好銳利的喜悅刺上我的心頭","喜鵲不知逃到哪裡去了","C","2","(A)譬喻(B)映襯(D)設問）（8.題幹與(A)七夕，(B)重陽(C)元日(D)端午）（8.題幹與(A)七夕，(B)重陽(C)元日(D)端午","TRUE"
"lesson9-第九課-鳥-13","lesson9","第九課 鳥","第九課 鳥","「我想牠的苦悶，大概是僅次於黏在膠紙上的蒼蠅；牠的快樂，大概是僅優於在標本室裡住著罷？」這段文字的涵義不包含下列何者？","強調籠中鳥的苦悶","表達對鳥的憐愛","感嘆鳥愈來愈少","反諷人類的自私","C","2","題幹文字未有感嘆鳥的數量稀少，故選(C)","TRUE"
"lesson9-第九課-鳥-14","lesson9","第九課 鳥","第九課 鳥","「天色朦朧，東風鼎沸，麻雀啁啾，寒鴉喧噪，喚醒了沉思中的我。」上句中的敘述，哪一個詞語使用不恰當？","天色朦朧","東風鼎沸","麻雀啁啾","寒鴉喧噪","B","1","(B)鼎沸比喻聲勢洶湧或時局動盪不安，像水在鍋裡沸騰一樣。不宜用來形容東風","TRUE"
"lesson9-第九課-鳥-15","lesson9","第九課 鳥","第九課 鳥","下列哪一個選項描述了鳥的靜態柔美？","跳盪得那樣輕靈，腳上像是有彈簧","牠倏地振翅飛去，牠不回顧","抓小雞的鳶鷹，啾啾地叫著","稻田裡佇立著一隻白鷺","D","3","(A)(B)(C)皆包含動態","TRUE"
"lesson9-第九課-鳥-16","lesson9","第九課 鳥","第九課 鳥","下列各選項中的文句，何者最不具色彩美？","有的是飛起來的時候才閃露一下斑斕的花彩","跳盪得那樣輕靈，腳上像是有彈簧","牠像虹似地一下就消逝了","一行白鷺上青天","B","1","(A)斑斕：色彩美(C)虹：色彩美(D)白、青：色彩美","TRUE"
"lesson9-第九課-鳥-17","lesson9","第九課 鳥","第九課 鳥","鳥一文中，下列文句何者充滿了悵惘的心情？","鳶鷹，啾啾地叫著，在天空盤旋","牠像虹似地一下就消逝了","牠高踞枝頭，臨風顧盼","閃露一下斑斕的花彩","B","1","(B)描寫對於美好事物迅速消失的悵惘","TRUE"
"lesson9-第九課-鳥-18","lesson9","第九課 鳥","第九課 鳥","下列和「鳥」有關的成語，何者說明正確？","鳥盡弓藏：比喻天下既定，功臣位居三公","一石二鳥：比喻做事極端，兩敗俱傷","鳥為食亡：比喻人因貪財而死","焚琴煮鶴：比喻珍美的菜肴","C","2","(A)比喻事成之後，有功之人卻遭到殺戮或疏遠的命運(B)比喻做一件事獲得兩種效果(D)比喻極殺風景的事","TRUE"
"lesson9-第九課-鳥-19","lesson9","第九課 鳥","第九課 鳥","下列文句，何者最通順且沒有語病？","我這邊多想變成一隻小鳥，在高空裡快活地飛翔","可愛的小鳥給一全家人的生活，增添了許多樂趣","春風一吹來，小鳥兒果然又成群從南方飛回來了","鳥有時停在枝上，有時在空中張開翅膀展翅高飛","C","2","(A)宜刪「這邊」(B)「一」、「全」擇一刪(D)「張開翅膀」、「展翅」擇一刪","TRUE"
"lesson9-第九課-鳥-20","lesson9","第九課 鳥","第九課 鳥","「夫妻本是同林鳥，大難來時各自飛。」這句諺語和下列哪一句成語所表達的意思相近？","鳩占鵲巢","禽奔獸遁","鶼鰈情深","別鶴孤鸞","D","3","「夫妻本是同林鳥，大難來時各自飛」表示夫妻或伴侶在困難時分離，意義接近「別鶴孤鸞」，指夫妻離散或孤單失偶，故選(D)。(A)指占據他人位置，(B)指驚慌逃竄，(C)指夫妻感情深厚，意思相反。","TRUE"
"lesson9-第九課-鳥-21","lesson9","第九課 鳥","第九課 鳥","下列文句何者是從聽覺方面來描述景物？","跳盪得那樣輕靈，腳上像是有彈簧","黃昏時寒鴉在古木上鼓噪","牠倏地振翅飛去，牠像虹似地一下就消逝了","一行白鷺上青天","B","1","(A)(C)(D)視覺","TRUE"
"lesson9-第九課-鳥-22","lesson9","第九課 鳥","第九課 鳥","「山林中，西風吹拂，蘆葦□□地響著，一群老鷹□□飛過，水澤中群鳥□□價響，飛入蘆叢裡，形成一幅生動的畫面。」缺空處依序宜填入下列何組詞語？","嘩嘩、轉瞬、格格","轆轆、頃刻、嘩嘩","窸窣、倏地、格格","淅瀝、少間、蕭蕭","C","2","(C)「窸窣」表示細微的聲音，適合描述蘆葦響著的聲音；「倏地」表示短暫的時間，適合描述老鷹飛過的瞬間；「格格」則形容鳥鳴叫的聲音，適合描述群鳥的響動","TRUE"
"lesson9-第九課-鳥-23","lesson9","第九課 鳥","第九課 鳥","「客夜聞此，說不出的酸楚！」表達作客他鄉的夜晚，思鄉的情懷，意境與下列何者相近？","前不見古人，後不見來者。念天地之悠悠，獨愴然而涕下","無可奈何花落去，似曾相識燕歸來，小園香徑獨徘徊","出師未捷身先死，長使英雄淚滿襟","不知何處吹蘆管，一夜征人盡望鄉","D","3","題幹的「客夜」與「酸楚」表現人在異鄉夜晚聽聲而生出的思鄉之情，與(D)「不知何處吹蘆管，一夜征人盡望鄉」意境最接近。其他選項分別偏向孤獨感懷、傷春惆悵、英雄未竟之悲。","TRUE"
"lesson9-第九課-鳥-24","lesson9","第九課 鳥","第九課 鳥","「山川阻且遠，別促會日長。願為比翼鳥，施翮起高翔。」（曹植 送應氏詩）此為何種題材的詩？","送別詩","懷古詩","閨怨詩","山水田園詩","A","0","詩句寫山川阻隔、分別後相會日長，又以「願為比翼鳥」表達離別後盼望相聚，因此屬於送別詩，故選(A)。它不是追懷古人古事、閨中怨情或單純描寫山水田園。","TRUE"
"lesson9-第九課-鳥-25","lesson9","第九課 鳥","第九課 鳥","「好像／前生是一個憂傷的君王／變作禽鳥／啼濺了鮮血／尋找春天的精魂」，詩中所提到的禽鳥，最有可能是下列何者？","精衛","慈烏","杜鵑","夜鶯","C","2","相傳周末蜀王杜宇失國而死，其魄化為杜鵑，日夜悲啼 ，淚盡繼以血，哀鳴而終，故由「君王」、「啼濺了鮮血」可知選(C)","TRUE"
"lesson10-第十課-秋之味-小卷-1","lesson10","第十課 秋之味","第十課 秋之味 小卷","下列「 」的字，何者讀音前後相同？","「沁」涼暢快／分「泌」淚水","玫瑰花「蕾」／「擂」鼓吶喊","「抒」發情感／上天賜「予」","呼風「喚」雨／容光「煥」發","D","3","(A)ㄑㄧㄣˋ／ㄇㄧˋ(B)ㄌㄟˇ／ㄌㄟˊ(C)ㄕㄨ／ㄩˇ(D)ㄏㄨㄢˋ","TRUE"
"lesson10-第十課-秋之味-小卷-2","lesson10","第十課 秋之味","第十課 秋之味 小卷","下列「 」中的「尤」字，何者有「特殊的、突出的」之義？","「尤」顯滋味","天生「尤」物","怨天「尤」人","以儆效「尤」","B","1","(A)更加、格外(C)怨恨、責怪(D)過失","TRUE"
"lesson10-第十課-秋之味-小卷-3","lesson10","第十課 秋之味","第十課 秋之味 小卷","下列關於各文句的修辭配對，何者正確？","在飄浮狀態中緩緩滑入冬季，緩緩被寒流喚醒：誇飾","旋即發現蹲在小客廳矮几上的文旦成熟了：譬喻","奈何韶光短促，奈何手邊總有丟不掉的煩雜事：類疊","矮几上的文旦漸漸少了，像用剩的秋日，而煩雜事卻愈堆愈高：層遞","C","2","(A)(B)轉化(D)譬喻兼映襯","TRUE"
"lesson10-第十課-秋之味-小卷-4","lesson10","第十課 秋之味","第十課 秋之味 小卷","下列文句皆使用「心甘情願」造句，何者運用有誤？","我自食其力，又不占他人便宜，自然心甘情願","為了照顧受傷的母親，他心甘情願地半工半讀","她雖然比賽落敗，卻心甘情願接受結果","他心甘情願來當義工，每天辛苦指揮交通","A","0","(A)改成「心安理得」","TRUE"
"lesson10-第十課-秋之味-小卷-5","lesson10","第十課 秋之味","第十課 秋之味 小卷","下列文句，何者有冗言贅字？","老師一再叮嚀我們要準時出席","這棟建築外觀宏偉宏大","小孩因跌倒受傷而嚎啕大哭","他冷靜分析局勢，以做出正確判斷","B","1","(B)「宏偉」、「宏大」擇一刪","TRUE"
"lesson10-第十課-秋之味-小卷-6","lesson10","第十課 秋之味","第十課 秋之味 小卷","「時序入秋，我便開始恍惚。年年這樣，在飄浮狀態中緩緩滑入冬季，緩緩被寒流喚醒。」，依文意推論，下列何者最接近作者此處想表達的意涵？","秋日忙碌繁雜，無法專心完成事情","秋日心境沉靜，容易有懶散的心態","秋日天氣多變，影響日常生活安排","秋日果實豐收，使人心境喜悅充實","B","1","句中「開始恍惚」、「在飄浮狀態中緩緩滑入冬季」，皆描寫作者在秋季容易陷入一種心神不定、沉靜而懶散的狀態，故選(B)","TRUE"
"lesson10-第十課-秋之味-小卷-7","lesson10","第十課 秋之味","第十課 秋之味 小卷","「心極靜極沉，像一只熟得恰好的紅柿，一串黃到巔峰的香蕉，水分飽脹的秋梨」請問此處運用譬喻手法，主要為了凸顯什麼？","秋天果實飽滿，象徵生活富足安逸","秋天色彩鮮明，帶來鮮活明亮的氣息","秋季水果甘甜，暗示生活滋味美滿","秋日心境沉靜，對應各種果物的成熟","D","3","作者以「紅柿、香蕉、秋梨」比喻心境的沉靜與成熟，故選(D)","TRUE"
"lesson10-第十課-秋之味-小卷-8","lesson10","第十課 秋之味","第十課 秋之味 小卷","「很難拒絕蘿蔔那辛辣中的清甜誘惑，生吃尤顯滋味，常常吃著便不由得要感恩。」依文意判斷，下列何者最可能是作者感恩的原因？","感謝時蔬瓜果美味，帶來身心愉悅","感謝鄰居分享果實，生活更便利","感謝秋日風光優美，使人心情開朗","感謝農人辛勤勞作，才有豐富收成","A","0","題幹強調蘿蔔「辛辣中的清甜」與「生吃尤顯滋味」，重點在時蔬本身帶來的味覺享受與生活愉悅，因此選(A)。題目沒有提到鄰居分享、秋日風光或農人勞作。","TRUE"
"lesson10-第十課-秋之味-小卷-9","lesson10","第十課 秋之味","第十課 秋之味 小卷","「矮几上的文旦漸漸少了，像用剩的秋日，而煩雜事卻愈堆愈高。」這句話的言外之意最接近下列何者？","秋日美景將盡，生活重回平凡煩憂","秋天果物減少，飲食滋味隨之單調","秋季時光短暫，生活事務卻日益增加","秋日消逝快速，冬日帶來全新希望","C","2","「文旦漸少」象徵秋日將盡，「煩雜事愈堆」對比秋日短暫美好，故強調時光短促與事務繁多，故選(C)","TRUE"
"lesson10-第十課-秋之味-小卷-10","lesson10","第十課 秋之味","第十課 秋之味 小卷","關於秋之味的寫作手法，下列敘述何者正確？","以議論為主，直陳秋天短暫的無奈","以排比結構，強調秋日生活的煩雜","以對比鋪陳，展現秋冬兩季的差異","以食物滋味、氣味，來表現秋日美好","D","3","作者透過文旦、蔬果等食物的滋味與氣味，抒發秋天帶來的美好感受，故選(D)。(A)本文並非以議論為主，(B)未以排比為主要手法，(C)未以對比為主要手法。","TRUE"
"lesson10-第十課-秋之味-1","lesson10","第十課 秋之味","第十課 秋之味","下列「 」中的形似字，何者讀音前後相同？","「糗」事／「嗅」覺","紅「柿」／充「沛」","飽「脹」／「漲」價","「滋」味／念「茲」在茲","D","3","(A)ㄑㄧㄡˇ／ㄒㄧㄡˋ(B)ㄕˋ／ㄆㄟˋ(C)ㄓㄤˋ／ㄓㄤˇ(D)ㄗ","TRUE"
"lesson10-第十課-秋之味-2","lesson10","第十課 秋之味","第十課 秋之味","下列各選項的「 」字，何者前後讀音相同？","瑜「伽」／「伽」利略","閒「散」生活／「散」步","一「只」戒指／「只」是","賜「予」／「予」取予求","A","0","(A)ㄐㄧㄚ(B)ㄙㄢˇ／ㄙㄢˋ(C)ㄓ／ㄓˇ(D)ㄩˇ／ㄩˊ","TRUE"
"lesson10-第十課-秋之味-3","lesson10","第十課 秋之味","第十課 秋之味","「熟讀□味、耐人□味、人生□味」引號中□的字，依序應為下列何者最恰當？","情、尋、風","玩、尋、況","尋、滋、乏","氣、口、滋","B","1","「熟讀玩味」指仔細閱讀並探索體會其中涵意；「耐人尋味」指意味深遠，讓人反覆尋思體會；「況味」指景況、滋味，故選(B)。","TRUE"
"lesson10-第十課-秋之味-4","lesson10","第十課 秋之味","第十課 秋之味","下列「 」中的詞語，何者和「蘿蔔」一樣皆為聯綿詞？","車禍之後，我便開始上「瑜伽」課來緩解疼痛","外婆醃漬的醬瓜「甘脆」爽口，很適合配稀飯","下課時同學們在樹下「憩息」，享受片刻悠閒","這篇文章措辭「辛辣」，批評時政，毫不保留","A","0","(B)甘美爽口的滋味(C)(D)同義複詞","TRUE"
"lesson10-第十課-秋之味-5","lesson10","第十課 秋之味","第十課 秋之味","以下「 」中的量詞：(甲)一「串」香蕉(乙)一「宗」交易(丙)一「頂」轎子(丁)一「支」塑像(戊)一「起」火。以上哪些量詞使用正確？","甲乙丁戊","乙丙丁戊","甲乙丙","甲丁戊","C","2","(丁)一「尊」塑像(戊)一「團」火","TRUE"
"lesson10-第十課-秋之味-6","lesson10","第十課 秋之味","第十課 秋之味","「西風吹來／她玲瓏的身子降下／霜做的衣衫。然後／她用一隻詩歌的手／挾住東籬／悠然／一片南山。」這首新詩是描寫何種植物？","菊花","蘭花","松樹","楓樹","A","0","(A)由「東籬」、「南山」可知是菊花","TRUE"
"lesson10-第十課-秋之味-7","lesson10","第十課 秋之味","第十課 秋之味","「心極靜極沉，像一只熟得恰好的紅柿，一串黃到巔峰的香蕉，水分飽脹的秋梨。」作者所說這句話，可用下列何者形容？","淡泊名利","坐吃享福","心灰意懶","歲月靜好","D","3","(A)不強求名聲和財利(B)意思是呆板單調地生活，消極、被動地生活，光吃和生長，別的什麼也不做(C)心情失望，意志消沉(D)歲月悠靜而美好","TRUE"
"lesson10-第十課-秋之味-8","lesson10","第十課 秋之味","第十課 秋之味","「常常吃著便不由得要感恩」句中作者「感恩」的心態與下列何者近似？","飲水思源","吃裡扒外","菲食薄衣","簞食壺漿","A","0","(A)比喻不忘本(B)比喻不忠於所屬的團體，反而幫助外人(C)形容生活儉樸(D)軍隊受到人民的擁護與愛戴，紛紛慰勞犒賞","TRUE"
"lesson10-第十課-秋之味-9","lesson10","第十課 秋之味","第十課 秋之味","「沁涼空氣中飄來隱約的熟甜之氣」這句話使用了幾種摹寫？","一種","兩種","三種","四種","B","1","沁涼─觸覺摹寫。熟甜之氣─嗅覺摹寫","TRUE"
"lesson10-第十課-秋之味-10","lesson10","第十課 秋之味","第十課 秋之味","「□，收穫的季節，□□的季節─同春一樣可愛，同□一樣熱情，冬一樣迷人。」上述文句中□依序宜填入下列何選項？","夏、金黃、秋","夏、青綠、秋","秋、金黃、夏","秋、青綠、夏","C","2","由「收穫的季節」可知第一個空格為「秋」；秋天收穫常與「金黃」意象相連；由「熱情」可知第三個空格應為「夏」，故選(C)。","TRUE"
"lesson10-第十課-秋之味-11","lesson10","第十課 秋之味","第十課 秋之味","下列哪一個選項的成語，前後意思相反？","百無一是／一無是處","一事無成／卓有成效","心甘情願／毫不勉強","春花秋月／月下花前","B","1","解析見「二、解釋」旁","TRUE"
"lesson10-第十課-秋之味-12","lesson10","第十課 秋之味","第十課 秋之味","下列選項何者透過品味食物來表現秋天的氣息？","這家有機蔬菜把我的味蕾養刁了","秋天於我往往卻是一事無成的閒散季節","天地間盈滿一種甜的，專屬於秋的成熟氣息","在飄浮狀態中緩緩滑入冬季，緩緩被寒流喚醒","C","2","(C)透過描述食物成熟的氣味來表達秋天的氣息已經到來","TRUE"
"lesson10-第十課-秋之味-13","lesson10","第十課 秋之味","第十課 秋之味","秋之味一文所表達的意義，不包含下列何者？","凸顯秋天有各種美好的事物","透過品味食物來表現異國風情","由食物引發感官體驗，表達對生命的感悟","體會季節變化，珍惜事物以涵養生活美感","B","1","(B)未表現異國風情","TRUE"
"lesson10-第十課-秋之味-14","lesson10","第十課 秋之味","第十課 秋之味","下列與「食物」有關的俗諺，何者說明錯誤？","甘蔗無雙頭甜：說明人不能太貪心","食果子拜樹頭：指人要懂得飲水思源，不可忘本","食菜頭好彩頭：求取吉利的徵兆","薑是老的辣：比喻年長者經驗豐富，辦事老練","A","0","「甘蔗無雙頭甜」比喻事情難以兩全其美，並非只是在說人不能太貪心，因此(A)說明錯誤。","TRUE"
"lesson10-第十課-秋之味-15","lesson10","第十課 秋之味","第十課 秋之味","下列句子中何者有因果關係？","我亦化身秋物，在短暫的秋裡憩息","它們揮發一種青果之味","一年之中就數這個季節天時地利最適合享樂","蘿蔔、蓮藕、馬鈴薯變得更甘脆。切白蘿蔔時忍不住邊切邊吃","D","3","(D)因為蘿蔔、蓮藕、馬鈴薯變得甘脆，所以忍不住邊切邊吃","TRUE"
